448 879
48 261
131 827
392 827
481 898
71 500
883 822
390 451
755 1000
998 261
78 478
47 339
322 217
141 935
311 771
21 132
78 330
944 554
782 737
113 758
101 469
122 842
435 852
185 999
124 977
122 27
53 348
179 637
991 167
492 473
488 658
229 121
318 274
19 168
74 162
311 277
178 108
944 233
605 24
340 878
26 162
156 855
647 143
777 448
90 582
9 132
235 453
803 88
35 150
153 222
465 587
354 722
197 797
43 117
89 367
291 385
35 473
370 797
31 386
294 846
9 843
399 398
257 273
434 986
394 770
717 892
803 292
48 336
665 219
8 739
92 844
16 640
108 102
338 658
896 535
129 752
61 624
519 980
102 190
244 285
123 513
101 170
877 719
991 249
362 423
212 182
845 625
55 426
64 490
167 806
651 630
131 242
826 654
794 453
53 819
553 948
64 128
78 623
334 864
421 460
189 375
828 695
6 958
681 167
504 328
501 12
131 590
730 6
421 83
146 58
563 928
120 466
179 726
294 356
24 261
31 946
219 252
571 236
543 139
68 420
89 65
139 196
88 848
291 905
199 298
59 889
796 830
179 4
92 590
18 397
43 863
633 293
492 139
23 14
351 48
39 531
69 783
118 360
176 947
519 771
633 262
503 740
899 961
69 936
206 416
192 63
568 721
701 102
183 853
598 872
435 367
32 493
615 260
553 938
394 582
876 658
69 195
401 657
341 985
361 765
274 752
58 73
539 799
527 474
611 483
246 455
630 580
20 589
76 831
244 787
45 643
25 177
646 703
291 727
24 49
527 434
381 547
198 595
877 859
564 934
38 645
207 804
539 815
449 593
564 983
203 383
38 11
496 73
598 984
399 868
884 526
58 304
837 304
581 946
769 831
72 371
210 620
243 712
883 630
118 609
13 379
335 567
641 44
188 54
519 926
615 166
388 9
166 791
807 908
28 587
129 489
509 953
316 413
702 510
64 328
807 83
361 321
93 377
98 808
47 12
34 867
105 602
18 479
185 870
108 988
311 395
211 588
563 260
173 202
571 75
287 550
26 452
203 678
839 572
918 62
156 963
435 619
410 968
338 273
175 126
611 752
638 245
368 141
260 867
95 420
449 958
38 391
219 176
944 379
274 927
826 841
828 200
504 846
1 247
243 654
181 173
399 312
381 785
449 278
76 986
553 664
145 499
80 104
64 37
538 207
224 120
769 76
22 558
305 735
361 348
4 816
119 687
359 125
127 74
203 809
633 246
276 431
15 858
71 902
294 887
67 468
63 919
782 539
563 335
224 112
208 530
95 92
594 259
81 698
119 96
192 408
294 688
39 791
730 870
8 473
972 428
916 29
238 191
533 593
5 793
527 90
504 870
702 894
238 470
449 2
338 54
41 609
564 175
718 639
626 247
244 830
341 239
53 512
244 14
69 269
39 969
152 680
532 324
866 570
324 643
192 422
71 852
544 925
546 119
689 91
39 373
399 378
5 205
577 405
612 863
90 84
101 42
736 560
135 952
335 80
108 737
563 969
23 125
876 501
294 993
17 486
421 267
807 557
108 205
845 786
417 583
702 20
236 208
96 542
592 266
279 159
2 356
206 218
50 22
106 823
243 326
238 947
118 97
233 13
314 805
2 327
539 495
777 218
14 753
294 398
102 99
474 74
689 19
577 840
481 34
75 530
324 168
598 405
27 386
845 527
435 459
496 163
211 326
730 659
67 150
316 620
626 202
13 748
625 851
689 90
65 115
198 719
760 347
439 975
42 239
42 768
171 349
78 216
435 693
546 113
434 84
291 795
106 600
119 859
501 206
219 869
625 276
36 746
503 731
837 930
553 542
45 990
211 528
556 709
223 457
412 825
110 112
399 372
17 336
918 317
876 758
435 822
534 19
717 395
213 674
129 1000
826 63
803 303
556 856
155 54
243 192
53 436
122 31
30 221
291 331
759 88
594 261
834 693
563 721
571 913
782 997
54 230
781 36
571 176
370 762
175 939
22 919
690 482
24 33
641 602
208 715
677 435
876 445
101 33
29 711
284 329
777 257
435 157
35 174
533 388
19 84
147 508
690 148
185 843
504 6
57 873
99 143
524 560
433 548
577 505
403 256
605 538
634 987
35 290
277 365
55 396
626 214
346 19
718 561
834 980
255 146
566 829
764 88
305 895
539 793
99 497
736 190
122 140
381 900
109 708
918 411
10 635
557 956
412 705
370 810
433 550
106 66
23 193
308 584
255 441
28 941
94 220
411 229
896 801
207 24
234 258
107 668
534 74
240 874
224 820
201 374
421 881
524 907
314 71
153 196
837 161
681 423
173 869
448 938
274 117
357 821
152 913
381 107
103 695
124 478
611 666
234 603
31 862
903 668
38 288
581 40
443 685
359 549
802 89
388 177
533 860
769 168
265 726
539 942
3 150
564 362
991 787
93 905
551 135
796 322
769 770
265 912
227 139
361 181
11 645
561 333
75 920
61 4
130 58
263 353
287 42
236 53
412 146
458 989
639 352
566 141
543 583
972 13
36 894
492 389
777 60
594 336
598 308
185 376
78 331
50 383
717 435
57 683
760 346
98 33
592 261
260 978
165 350
179 775
903 583
59 415
803 454
334 230
519 121
2 37
119 797
625 850
105 466
828 286
359 484
211 332
302 813
95 644
769 250
211 507
53 920
450 894
546 273
972 155
991 479
108 656
532 786
611 729
101 24
641 493
284 531
561 541
421 956
877 777
98 182
866 80
101 774
274 489
96 428
563 820
625 575
443 208
2 278
641 284
12 60
30 981
580 971
25 77
102 906
22 888
171 654
388 637
264 333
155 13
340 926
861 912
475 894
30 521
471 946
571 156
402 706
557 652
10 470
412 529
5 559
294 775
305 175
68 699
212 780
877 46
991 549
99 375
138 517
471 808
605 875
55 419
284 213
338 800
127 508
224 270
399 132
171 180
203 697
883 79
118 103
146 289
141 992
238 446
973 186
20 596
439 672
16 549
275 541
544 209
626 920
966 887
944 877
26 732
612 333
39 87
903 785
95 522
324 280
284 696
646 749
185 490
781 589
165 817
471 433
899 139
334 719
316 408
673 154
802 29
564 285
80 424
130 832
263 909
434 162
43 382
406 104
440 329
79 601
79 157
677 340
335 791
433 442
764 835
39 85
736 773
197 810
690 575
22 371
324 431
465 15
839 897
717 418
782 241
111 259
257 113
189 495
509 281
34 734
294 310
212 946
592 98
407 535
154 98
212 355
208 214
123 158
524 522
803 645
308 790
592 442
20 237
435 472
75 321
534 575
265 950
15 542
225 245
407 687
171 708
138 297
641 329
82 893
277 258
807 393
884 583
43 933
440 444
546 591
474 480
406 335
899 492
161 163
354 125
133 741
213 570
412 977
342 138
185 70
130 623
83 739
99 187
621 853
551 756
95 844
63 692
62 511
916 121
509 682
2 313
63 371
106 160
80 791
43 352
568 466
359 682
598 510
179 325
83 473
101 404
880 690
533 356
167 23
717 742
701 186
845 689
543 492
274 201
78 464
488 370
689 986
751 375
506 836
759 454
733 647
972 687
639 666
179 9
267 290
207 49
998 31
399 714
845 760
80 928
334 437
31 985
524 187
354 735
561 865
675 152
207 462
612 264
6 328
133 697
154 985
877 849
61 904
751 597
471 909
592 962
236 642
12 137
769 690
546 445
611 650
407 859
167 682
4 372
146 124
837 496
263 49
109 159
764 623
119 54
98 226
61 593
188 437
206 172
834 426
30 819
14 248
192 809
198 54
127 786
701 767
110 756
185 649
871 647
147 792
42 486
561 275
475 483
53 521
438 542
519 311
16 983
138 112
701 560
973 679
66 772
267 617
81 608
240 697
250 811
751 136
883 340
267 901
257 948
730 749
665 123
183 447
527 508
240 383
918 742
736 268
673 40
52 511
438 949
208 540
973 799
130 288
146 11
15 748
338 687
625 84
639 450
105 514
260 166
145 831
681 806
145 272
66 413
184 262
465 206
605 940
210 841
717 771
138 477
23 228
673 31
19 616
91 358
65 619
439 129
11 707
277 299
224 969
766 44
605 226
537 270
260 373
68 186
641 568
305 523
197 113
403 497
539 427
295 96
324 250
884 169
538 536
411 555
828 303
314 299
240 210
62 299
546 784
6 714
199 378
465 954
794 872
861 504
209 947
11 429
274 910
305 369
134 510
9 688
96 929
113 12
639 894
47 60
86 126
314 603
381 485
605 804
105 713
122 337
359 934
154 922
244 722
944 438
621 458
144 990
63 363
794 865
22 992
41 38
394 917
638 193
394 366
224 85
474 91
577 933
56 599
92 241
826 943
991 359
238 937
265 999
777 994
899 706
351 761
185 912
95 241
91 76
433 562
284 110
57 271
54 445
165 214
571 521
991 660
27 842
556 105
626 10
381 393
390 579
53 142
207 355
796 700
227 526
281 660
569 380
98 955
539 560
223 921
90 347
238 817
82 512
176 158
76 850
903 485
973 242
509 458
90 811
243 919
357 572
4 723
598 201
534 84
211 66
138 820
311 747
411 79
435 115
390 825
129 627
439 914
26 151
209 283
58 303
918 258
268 704
136 187
291 882
67 812
78 282
120 424
5 968
10 925
75 788
443 671
571 669
837 323
243 692
302 523
238 574
476 836
120 493
972 188
381 961
48 768
311 65
944 197
972 15
916 71
118 286
407 15
777 345
81 588
265 9
167 518
450 489
11 623
759 921
736 907
448 849
155 445
824 560
546 60
399 356
131 597
877 591
45 463
36 576
89 293
944 119
569 989
474 499
392 776
175 700
673 909
206 587
334 974
557 960
4 177
496 255
802 728
354 248
229 430
25 313
488 810
275 274
210 159
702 598
568 487
93 725
95 515
702 612
173 817
359 285
63 741
2 319
641 820
580 601
32 487
92 187
918 555
236 765
702 117
15 491
826 371
884 460
12 520
188 273
405 505
127 585
561 237
342 213
702 863
88 467
346 164
224 39
94 344
101 780
212 31
144 831
802 418
208 913
509 217
553 230
458 676
15 938
501 295
796 753
71 455
407 743
311 229
551 110
130 779
876 407
594 462
899 836
20 629
7 251
206 748
276 613
135 215
561 863
302 911
677 311
506 706
14 254
580 115
807 3
807 290
78 525
15 664
439 318
138 709
78 835
605 266
223 710
605 353
229 455
839 180
93 301
275 865
208 82
122 757
506 150
103 441
458 873
340 971
99 915
390 725
781 201
189 190
76 425
171 269
108 309
828 905
411 926
78 707
755 264
308 745
48 548
465 929
569 970
166 516
406 724
30 348
176 436
340 980
611 914
61 313
803 93
755 872
179 37
277 747
183 204
4 51
189 597
606 479
417 706
543 610
109 821
519 601
219 414
316 565
641 166
803 124
886 891
581 442
36 510
634 135
563 284
880 74
62 317
197 520
458 369
407 295
362 660
826 315
918 472
108 515
438 797
598 318
311 500
167 983
165 671
64 688
118 385
581 962
264 923
639 923
322 432
733 187
411 720
677 747
803 451
324 694
760 84
728 365
78 667
277 296
82 788
449 648
673 182
802 311
238 181
871 242
341 263
630 418
61 726
102 679
103 529
16 660
135 661
243 69
201 933
189 750
161 38
50 253
537 493
276 145
340 299
338 339
275 746
130 814
56 306
98 24
274 984
886 450
123 446
527 694
26 480
244 518
571 247
30 10
411 902
10 893
38 604
167 193
130 292
27 239
276 162
30 142
66 502
839 823
557 812
118 73
201 672
639 409
569 983
13 974
606 911
598 975
488 542
1 512
102 704
133 716
64 860
42 875
243 741
315 81
156 436
68 793
564 94
32 674
625 792
381 227
475 545
866 615
165 348
598 959
524 403
223 282
20 409
229 885
76 582
450 275
766 444
334 96
20 573
131 750
90 26
276 986
238 684
178 522
23 217
546 438
175 249
207 691
991 606
197 945
318 505
612 618
388 294
606 217
265 993
646 816
41 529
690 924
612 505
156 614
113 994
176 414
877 119
880 452
673 48
147 272
324 811
465 233
406 466
861 376
496 216
86 953
197 979
260 952
807 526
36 672
141 343
277 902
402 196
233 994
24 548
78 11
651 967
6 310
267 3
539 497
755 763
123 191
136 194
154 337
580 121
357 387
410 997
7 360
240 332
916 435
884 381
796 125
224 517
406 734
730 738
58 97
122 774
532 90
857 917
973 559
641 713
557 393
78 200
553 655
105 384
135 514
966 726
458 854
544 208
250 917
63 712
61 356
392 99
390 832
554 428
111 48
638 23
63 558
113 345
501 719
250 366
639 1000
67 100
794 237
138 110
443 614
524 242
66 387
184 619
229 184
58 653
30 461
899 908
17 940
88 454
188 520
101 300
439 545
141 387
481 713
179 116
839 697
557 107
212 207
834 805
80 833
20 510
12 46
23 204
173 931
370 778
796 271
61 114
362 798
759 301
876 257
154 336
93 670
295 758
17 632
294 199
439 752
402 996
94 806
287 686
45 272
123 662
802 419
557 468
357 269
165 436
78 400
553 838
728 555
295 416
338 758
83 706
175 193
606 622
279 678
94 953
294 298
903 996
175 380
568 424
22 253
503 421
47 954
76 149
236 889
4 306
556 744
448 658
677 500
219 283
265 128
401 663
504 749
183 57
15 948
777 595
257 119
448 338
281 549
581 140
268 143
448 949
147 162
884 557
553 801
42 259
871 392
167 57
475 308
62 262
563 674
58 579
972 995
646 294
755 607
71 121
828 705
665 715
198 838
206 719
88 623
807 836
136 320
546 994
777 974
673 24
492 227
47 172
224 818
388 4
8 389
474 616
50 326
16 895
74 811
440 724
101 808
123 10
135 487
101 768
76 84
14 193
883 834
189 256
488 631
546 379
131 427
146 464
188 456
43 789
234 184
533 56
122 266
837 223
276 482
78 951
759 130
405 483
71 601
268 242
606 249
129 965
342 756
75 893
7 231
99 982
109 783
234 926
27 40
561 628
834 892
9 659
144 499
527 366
7 323
448 595
433 686
361 209
295 687
450 607
450 865
730 846
295 859
165 715
56 25
198 520
106 232
839 708
107 83
153 460
90 452
35 908
139 169
108 187
83 498
972 979
903 498
370 631
973 95
411 754
260 833
964 63
50 654
62 601
208 817
225 847
176 530
2 816
392 194
311 418
760 127
58 727
207 586
208 765
19 151
701 932
335 709
64 659
133 408
342 112
20 894
730 657
681 798
876 230
759 609
998 140
171 552
883 296
647 256
877 198
24 632
25 70
434 280
534 578
274 584
34 44
577 914
361 158
52 396
79 603
229 926
80 724
21 328
153 652
74 164
199 114
47 655
141 829
24 808
611 264
110 674
267 150
274 364
79 494
223 779
334 687
91 280
438 119
880 394
311 926
802 296
736 733
79 299
766 641
551 329
777 800
766 568
98 536
568 373
390 289
133 66
435 411
802 651
279 422
98 486
68 427
877 379
308 636
916 555
701 256
23 380
66 976
665 662
294 312
127 148
110 890
359 183
116 356
90 45
124 118
421 547
260 493
257 345
212 24
133 572
268 68
224 890
751 988
78 307
161 385
957 100
837 579
12 849
465 658
359 271
